participant_id,AET1,AET2,AET3,AET4,CLA1,CLA2,CLA3,CLA4,ALU1,ALU2,ALU3,ALU4,RDG1,RDG2,RDG3,RDG4,WHC1,WHC2,WHC3,WHC4,CEJ1,CEJ2,CEJ3,CEJ4,AISE1,AISE2,AISE3,AISE4,PEC1,PEC2,PEC3,PEC4,PI1,PI2,PI3,PI4,SD1,SD2,SD3,SD4,AET,CLA,ALU,RDG,WHC,CEJ,AI_Readiness_Total,ai_self_efficacy,prompt_engineering_confidence,political_interest,social_desirability,general_cognitive_ability,prior_coding_experience_years,programming_self_efficacy,coding_knowledge_test,coding_accuracy,debugging_score,code_quality_rating,coding_efficiency,coding_performance_task
94,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,,1.0,3.0,2.75,1.25,3.75,1.0,2.25,1.0,2.0,2.25,1.5,2.75,2.3333333333333335,-0.4521408516664652,1.6,-1.3842300565542798,-0.48256343664492085,-0.6900012088708508,-1.812503793267418,-1.6451943658516843,-1.2078546981998803,-1.5769797700642556
95,2.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,,1.75,4.75,4.25,4.333333333333333,2.5,2.5,3.347222222222222,4.0,3.0,2.75,4.0,,2.6,-0.7382690261647663,1.1715350429416589,-0.5593497641544535,-0.37234643125666694,0.6486756947354299,-0.535934338910007,-0.32916370013930335
96,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,2.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,,5.0,,4.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,3.5,1.6666666666666667,3.5,1.25,3.5,2.9027777777777772,2.25,4.5,4.0,1.25,-0.21342169350328402,1.2,-0.031258836576080015,-1.6143179661789495,-0.9035339314652897,-0.653320141931312,-1.718372795850844,0.2907761394905042,-1.3543690356932347
97,,3.0,2.0,1.0,3.0,2.0,3.0,2.0,,,3.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,,4.0,3.0,4.0,4.0,,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,,2.0,2.5,3.5,2.75,3.0,3.6666666666666665,2.902777777777778,2.5,2.5,3.75,5.0,0.18477568717596907,2.0,0.2571245013096464,-0.8096821868113554,-0.5982580260946037,-0.3187567606107446,-0.24603463050224836,-0.6435057422849647,-1.012404984527557
98,1.0,1.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.25,4.0,2.5,3.0,3.75,4.0,3.0833333333333335,1.75,3.25,1.5,1.5,-0.36556166043745725,5.2,-0.7787289309517524,0.2238681666379633,0.12221999091109703,-0.3615434539233008,-0.6298395871297331,-0.004886844724872825,-0.2260294803666388
99,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.25,2.25,2.0,1.25,1.25,1.8333333333333333,2.0,1.0,2.3333333333333335,3.0,-0.6917723533866275,3.9,-1.2234624990659717,-0.6312560261117167,-0.9215251878228277,-0.8463079223117,,-0.8029541638073737,-1.3889039181613143
100,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,4.75,4.0,1.75,2.25,3.5,5.0,3.5416666666666665,4.0,4.5,2.5,2.3333333333333335,2.0776392703367557,5.4,1.4844568318854794,1.5743179946855954,,1.25553964529248,1.8945615825755304,1.2518748640801511,1.998289194466074
101,5.0,4.0,3.0,5.0,4.0,3.0,3.0,,5.0,5.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,5.0,,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.25,3.3333333333333335,4.75,2.25,4.666666666666667,2.75,3.6666666666666665,3.0,1.3333333333333333,3.5,2.75,0.2981637165090526,4.1,-0.4074020962008765,1.4182634013792494,0.09826739301628107,0.6079148517572716,-0.36810800740081584,-0.10301047137759113,0.5084529757123749
102,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,2.75,2.0,3.5,2.0,2.0,1.75,2.3333333333333335,3.25,1.5,4.0,1.75,-0.522047997584956,6.2,-0.4984537055119114,-1.2951690787549315,0.09841730326599683,-1.914497145630408,-0.1702977504410011,-1.0314374192257274,-0.9568137014449837
103,2.0,2.0,2.0,1.0,2.0,,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,5.0,1.75,2.6666666666666665,1.75,2.25,2.25,1.5,2.0277777777777777,1.5,3.0,2.5,3.25,1.0609945328261816,4.9,-1.298652747579357,0.47171993353965497,0.452811179367597,0.4932425889330981,0.7288684701559223,0.24454647489353332,0.6540062544207352
104,2.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,1.25,2.75,1.75,2.0,3.75,1.25,2.125,2.5,1.5,3.25,2.5,-1.7790256361488652,4.0,-1.1593698411153093,-0.6232478191193528,-0.8312611414008582,-1.9003127519394984,-1.08378282737642,-1.6832012080721483,-1.7502176403208667
105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.5,1.25,2.75,1.0,1.4166666666666667,1.25,1.5,3.25,3.5,-0.8932529734952247,5.7,-1.0383736405280475,-1.0873668744098726,-1.7160501550835927,-0.811721494169534,,-3.2650645563893637,-1.6097996152934133
106,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,1.25,1.5,3.75,4.5,1.5,2.5833333333333335,2.5,2.0,2.5,3.25,-0.27324089345778874,5.6,1.1063296192594443,-1.6251815675701182,-0.8252401761026061,0.35602096849342313,-0.009554039569943351,-0.5062445638412458,-0.2092150662442896
107,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,,2.0,3.0,1.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,3.0,,2.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.75,2.5,4.333333333333333,2.5,4.25,3.388888888888889,3.5,2.5,3.0,3.0,0.12356599921873473,6.6,1.1896088051624825,0.88915935843323,1.831655578570348,1.2937549287374592,1.106067735644866,1.6372802144136243,1.4300533722765232
108,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,2.25,4.5,2.75,2.0,3.5,2.8333333333333335,3.5,2.5,3.0,4.5,-0.9109162674511353,1.8,-1.7987234055361077,-0.12941051886096477,-0.12318213856567335,-2.0826740853823797,-0.1691180070574562,-0.5984794577303829,-0.7839409063637882
109,1.0,4.0,4.0,,2.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.75,4.25,2.5,4.0,3.25,3.25,3.5,1.5,2.5,-1.1688656202427274,5.4,-0.27020223872246185,-1.4050504627323754,-0.03962844435285496,-1.6228439772655738,-1.472593599779263,-0.22957714963795006,-1.066052263722578
110,,3.0,2.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.75,4.25,4.0,4.5,4.0,3.75,3.75,4.25,3.0,2.75,-0.5876476141985049,4.3,-0.14609966136944796,0.32904931912640956,0.5588367125687496,0.8735730948785608,0.1023571476280747,-0.7544742503061964,0.22828119327917534
111,3.0,,4.0,4.0,2.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,,4.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,3.6666666666666665,2.75,4.25,3.25,2.75,3.3333333333333335,3.3333333333333326,3.25,3.0,2.0,3.0,-1.2538265427153066,2.2,0.8619560833464984,-0.673764528577221,0.1272443679818746,-0.2351171196940241,0.2057682892565225,-1.3996207690038378,-0.027930811582957165
112,1.0,3.0,1.0,1.0,4.0,5.0,,5.0,3.0,2.0,3.0,,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.5,4.666666666666667,2.6666666666666665,1.6666666666666667,1.25,2.0,2.2916666666666665,1.75,3.25,4.25,4.75,2.132862589122028,2.3,-0.7771726011528202,0.4061987560324988,0.7174088582736806,-0.18494744705674002,-0.12345087382704312,0.005160720830214595,0.2574667759419547
113,5.0,,5.0,,4.0,3.0,4.0,3.0,4.0,2.0,,,5.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,5.0,4.0,3.0,5.0,5.0,3.5,3.0,4.75,3.25,4.75,4.041666666666667,3.6666666666666665,4.0,3.3333333333333335,4.25,-0.9510229650510006,2.1,0.7346692442433357,-1.2791230019152973,-0.35475183215329714,-0.0549312775306282,-0.9754943955873735,-0.4648513867740651,-0.4034809686620717
114,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,,5.0,,5.0,2.0,1.0,1.0,1.0,1.0,2.25,3.25,3.25,2.25,4.0,3.6666666666666665,3.111111111111111,1.75,4.0,4.0,1.0,-2.0471707852750005,1.4,-0.8049447556498606,-0.2923631999187455,-0.6550079599263786,-0.1647849121922063,-1.4605353989056353,-0.7916873027282013,-1.2238597357168355
115,3.0,4.0,,3.0,4.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.3333333333333335,4.75,1.5,4.0,4.75,3.5,3.6388888888888893,2.5,3.5,4.0,3.5,-0.9293652744203713,7.9,0.2073224747549742,0.21709757759597523,0.5883855926233279,0.3325592242961927,1.342973396535009,0.7655500389974041,1.0086997819967125
116,2.0,,3.0,3.0,4.0,3.0,,5.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,,2.0,2.0,1.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,,2.6666666666666665,4.0,2.5,2.5,4.0,1.6666666666666667,2.888888888888889,3.75,1.25,1.0,3.3333333333333335,-1.2630414500403,0.8,-1.0888243882235165,-1.2979980429943305,-0.5551469209480496,-1.0116808531630197,-0.49727342113803336,0.40423560179816775,-0.2320180051043928
117,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,1.0,3.25,2.0,3.25,3.5,1.25,1.25,2.4166666666666665,3.25,2.5,4.75,1.75,1.0062001916954018,1.3,-0.2259856924333176,0.5580490489946054,0.2849792921721167,-0.2605994407228575,0.36602056391248,0.6388412109785248,0.46567458551367896
118,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,4.75,3.5,4.5,4.25,4.333333333333333,4.5,5.0,3.5,1.75,1.0785682478722707,2.5,0.25564469286097274,1.0353171905588678,1.6417526219681648,-0.04199234882848139,2.262160689720598,1.043526497212149,1.3288072033067326
119,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.75,4.75,3.5,2.0,1.75,2.7916666666666665,3.75,3.5,3.25,1.75,-1.0612550829873526,2.9,-0.99624528465332,1.6334484364520596,-0.3065079884132726,-0.9890415087309267,-2.62287280212094,0.1601132986895624,-1.103223590491761
120,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,,1.0,3.0,3.25,5.0,2.0,4.0,2.5,3.75,3.4166666666666665,4.5,4.25,1.25,2.0,-0.40648049134604475,1.7,0.7429012378298807,0.6902192057752845,0.3398450051165259,0.9411281559587905,1.1491601324188807,-0.08636815211229157,0.5202860209238998
121,3.0,4.0,3.0,2.0,4.0,3.0,,3.0,4.0,5.0,,4.0,5.0,4.0,4.0,3.0,,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.3333333333333335,4.333333333333333,4.0,4.0,4.25,3.8194444444444446,3.75,3.75,4.0,2.25,-0.22503916037114918,1.0,-0.710703204597703,0.5254687738887719,0.48429075214490774,0.6610301609241085,0.8643532169000618,0.02219639067232288,0.8447045624829316
122,,1.0,3.0,4.0,2.0,3.0,1.0,3.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.6666666666666665,2.25,4.666666666666667,5.0,4.5,3.75,3.8055555555555554,2.75,2.25,2.25,2.75,-0.7751863737518677,5.3,0.41195511540303825,-1.4660184949489448,0.45931245078460453,-0.4893798997671601,1.0364494693505588,-0.9278261264458697,-0.38588227742422226
123,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,,3.0,1.25,1.75,4.25,2.75,2.5,3.5,2.6666666666666665,2.25,2.75,2.25,3.0,0.7211429575472805,1.0,-0.7329671428470671,-0.8827163430199922,0.20954152530115067,-0.28992994712010317,-0.05874843518016742,0.1567389372075644,0.15191287786828517
124,3.0,,,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.5,2.25,2.5,1.25,1.25,1.5,1.875,1.5,1.3333333333333333,1.75,1.0,-1.1870321459451074,1.2,-0.4744528976393678,-0.8207095519541959,-1.2982204430023938,-2.0428807923786945,-2.2989252983287476,-1.864784121038029,-2.172196953672198
125,3.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,3.25,3.75,4.5,2.25,3.0,3.2916666666666665,3.0,3.0,3.75,3.25,0.1640627216380743,1.1,0.39897096838119744,0.6354892549613153,0.11041718289257364,1.5178980817565941,0.22642692115371696,0.12674121708472802,
126,5.0,5.0,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,,3.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,4.666666666666667,3.5,2.0,3.5,2.5,4.5,3.4444444444444446,3.75,4.666666666666667,2.0,3.5,1.174722140453123,3.8,1.0201808922114635,-0.646277474690953,0.922457009975375,0.33067378481418663,-0.008987979346298186,1.1011458302187938,0.777339699853043
127,3.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,3.5,1.5,1.75,1.75,2.0,1.0,1.9166666666666667,2.0,2.25,2.75,2.75,-1.297392697358919,6.5,-0.4283971110203509,-2.186533539250802,-0.8379514105593087,-0.5982993552213071,-1.4101908025192116,-1.037652843616098,-1.0861271369305046
128,2.0,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,2.6666666666666665,1.25,1.0,1.25,2.75,1.75,1.7777777777777777,2.25,1.5,4.5,1.0,1.9129907899069805,3.4,-1.4738967757827404,-0.2466240551654888,0.057201040569074546,-1.1902363132972564,0.3704285871451993,-1.5974723965860431,-0.3403164997811739
129,2.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,3.0,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.25,3.0,3.75,3.75,4.75,3.75,4.75,4.25,3.5,5.0,1.0139006192816018,4.7,0.4337594328859088,0.8445393895362334,0.6485729929225503,0.8796243620862848,0.3998897047087792,1.0764638266674744,1.0856863535741812
130,4.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,,1.0,,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,3.25,1.6666666666666667,1.3333333333333333,1.75,2.25,2.2083333333333335,1.3333333333333333,3.5,3.25,2.25,-2.52725650911387,10.2,0.11692238381513693,-0.690121747656758,-0.6335745852323168,0.3987332172459504,-0.6397328590945776,-0.9458844863345993,-0.006877311165015863
131,2.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,,4.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.5,3.0,1.25,3.5,3.75,3.0,2.8333333333333335,2.25,2.0,2.25,3.25,0.21544028123784378,2.9,-0.8101935832192696,0.8929103158437547,0.11204066248222758,1.1520881037133945,0.4816716548584708,-1.0201487513621277,-0.18278581450771061
132,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,,4.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,2.25,2.5,1.75,2.0,3.25,1.5,2.2083333333333335,2.75,2.3333333333333335,3.5,2.75,,7.1,0.11908923303303406,-0.9323013220362195,-0.583581870683744,-0.26587171435874124,-0.6814240191723991,-0.3597904795360553,-0.21569822110971335
133,2.0,3.0,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,2.0,1.75,2.0,2.0,1.0,1.25,1.6666666666666667,1.0,1.0,4.5,2.5,-0.9056073775599489,3.8,-1.8793559719250097,-0.3869372554286921,-2.2336221875047264,-1.895829731913616,-2.1842125800988685,-1.5593529190747226,-2.1449865954207774
134,5.0,,5.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,3.25,4.75,4.5,3.0,4.0,4.083333333333333,2.25,1.0,1.0,4.0,0.7224072846945641,1.4,0.06256504195860114,-0.6085869581159645,1.034924461452726,0.31504537708508623,1.3588049403037876,0.8053809942561903,1.2627517447918235
135,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.75,5.0,4.0,3.5,3.0,3.5,3.7916666666666665,3.75,3.3333333333333335,1.0,1.75,1.1538494965197257,,2.0420892254229974,1.0050354518094164,2.3194612126713423,,1.6188465523157523,0.7910341535782244,2.383614511581728
136,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,3.0,,1.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.25,4.333333333333333,2.75,1.5,3.75,4.5,3.513888888888889,4.0,2.0,2.25,3.5,-0.14641440055671923,7.6,1.6667091270517587,-0.6761646960768017,0.7666196490432076,-0.0352034093644823,0.3054005784108662,0.8464245539236231,0.8757043598034941
137,4.0,5.0,,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.25,2.0,2.5416666666666665,1.25,2.0,2.25,1.75,-1.8979307076431238,1.4,-0.2529600745676736,-2.5602432740775427,-0.9191045064806794,-1.7594646011523252,-0.5652120863958626,-2.8017336566023685,-1.1736765738280035
138,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.5,1.25,1.75,3.75,2.0,2.2083333333333335,4.75,1.25,3.0,3.5,0.5382843607385137,5.8,-0.7418592456353819,0.29691339708623005,,-0.7730143294480102,-0.056241641487601905,-0.20339733803148052,-0.04115457106613195
139,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,1.0,2.0,,1.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,3.25,2.5,2.25,4.5,3.25,1.3333333333333333,2.847222222222222,2.25,2.0,2.25,3.25,-0.07233810030428078,2.2,0.18496893584473612,0.5955975386899367,0.3233263441652711,0.23133513268541914,0.4963270907969502,-1.793679676709234,-0.5855505216224307
140,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,,4.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.75,2.25,1.75,4.0,1.5,2.25,2.25,1.25,2.5,2.75,2.5,-0.5200244599246815,7.2,0.42162239236552107,1.0140303869309926,-0.8174054664443764,1.0463738760025931,1.5705475286507788,0.30089520182698837,0.4099400140370779
